index,title,slug,tags,difficulty,related_questions
1543,Simplified Fractions,simplified-fractions,"Math,String,Number Theory",Medium,
1544,Count Good Nodes in Binary Tree,count-good-nodes-in-binary-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Medium,
1545,Form Largest Integer With Digits That Add up to Target,form-largest-integer-with-digits-that-add-up-to-target,"Array,Dynamic Programming",Hard,
1546,Find the Quiet Students in All Exams,find-the-quiet-students-in-all-exams,Database,Hard,
1547,Destination City,destination-city,"Hash Table,String",Easy,
1548,Check If All 1's Are at Least Length K Places Away,check-if-all-1s-are-at-least-length-k-places-away,Array,Easy,
1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,"Array,Queue,Sliding Window,Heap (Priority Queue),Ordered Set,Monotonic Queue",Medium,
1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,"Array,Binary Search,Heap (Priority Queue),Matrix",Hard,
1551,NPV Queries,npv-queries,Database,Easy,
1552,Build an Array With Stack Operations,build-an-array-with-stack-operations,"Array,Stack,Simulation",Easy,
1553,Count Triplets That Can Form Two Arrays of Equal XOR,count-triplets-that-can-form-two-arrays-of-equal-xor,"Array,Hash Table,Math,Bit Manipulation,Prefix Sum",Medium,
1554,Minimum Time to Collect All Apples in a Tree,minimum-time-to-collect-all-apples-in-a-tree,"Hash Table,Tree,Depth-First Search,Breadth-First Search",Medium,
1555,Number of Ways of Cutting a Pizza,number-of-ways-of-cutting-a-pizza,"Array,Dynamic Programming,Memoization,Matrix",Hard,
1556,Make Two Arrays Equal by Reversing Sub-arrays,make-two-arrays-equal-by-reversing-sub-arrays,"Array,Hash Table,Sorting",Easy,
1557,Check If a String Contains All Binary Codes of Size K,check-if-a-string-contains-all-binary-codes-of-size-k,"Hash Table,String,Bit Manipulation,Rolling Hash,Hash Function",Medium,
1558,Course Schedule IV,course-schedule-iv,"Depth-First Search,Breadth-First Search,Graph,Topological Sort",Medium,
1559,Cherry Pickup II,cherry-pickup-ii,"Array,Dynamic Programming,Matrix",Hard,
1560,Number of Students Doing Homework at a Given Time,number-of-students-doing-homework-at-a-given-time,Array,Easy,
1561,Rearrange Words in a Sentence,rearrange-words-in-a-sentence,"String,Sorting",Medium,
1562,People Whose List of Favorite Companies Is Not a Subset of Another List,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,"Array,Hash Table,String",Medium,
1563,Maximum Number of Darts Inside of a Circular Dartboard,maximum-number-of-darts-inside-of-a-circular-dartboard,"Array,Math,Geometry",Hard,
1564,Create a Session Bar Chart,create-a-session-bar-chart,Database,Easy,2057
1565,Evaluate Boolean Expression,evaluate-boolean-expression,Database,Medium,
1566,Check If a Word Occurs As a Prefix of Any Word in a Sentence,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,"String,String Matching",Easy,2292
1567,Maximum Number of Vowels in a Substring of Given Length,maximum-number-of-vowels-in-a-substring-of-given-length,"String,Sliding Window",Medium,
1568,Pseudo-Palindromic Paths in a Binary Tree,pseudo-palindromic-paths-in-a-binary-tree,"Bit Manipulation,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Medium,
1569,Max Dot Product of Two Subsequences,max-dot-product-of-two-subsequences,"Array,Dynamic Programming",Hard,
1570,Final Prices With a Special Discount in a Shop,final-prices-with-a-special-discount-in-a-shop,"Array,Stack,Monotonic Stack",Easy,
1571,Allocate Mailboxes,allocate-mailboxes,"Array,Math,Dynamic Programming,Sorting",Hard,
1572,Subrectangle Queries,subrectangle-queries,"Array,Design,Matrix",Medium,
1573,Find Two Non-overlapping Sub-arrays Each With Target Sum,find-two-non-overlapping-sub-arrays-each-with-target-sum,"Array,Hash Table,Binary Search,Dynamic Programming,Sliding Window",Medium,
1574,Maximum Product of Two Elements in an Array,maximum-product-of-two-elements-in-an-array,"Array,Sorting,Heap (Priority Queue)",Easy,
1575,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,"Array,Greedy,Sorting",Medium,
1576,Reorder Routes to Make All Paths Lead to the City Zero,reorder-routes-to-make-all-paths-lead-to-the-city-zero,"Depth-First Search,Breadth-First Search,Graph",Medium,
1577,Probability of a Two Boxes Having The Same Number of Distinct Balls,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,"Math,Dynamic Programming,Backtracking,Combinatorics,Probability and Statistics",Hard,
1578,Apples & Oranges,apples-oranges,Database,Medium,
1579,Active Users,active-users,Database,Medium,
1580,Shuffle the Array,shuffle-the-array,Array,Easy,
1581,The k Strongest Values in an Array,the-k-strongest-values-in-an-array,"Array,Two Pointers,Sorting",Medium,
1582,Design Browser History,design-browser-history,"Array,Linked List,Stack,Design,Doubly-Linked List,Data Stream",Medium,
1583,Paint House III,paint-house-iii,"Array,Dynamic Programming",Hard,
1584,Average Salary Excluding the Minimum and Maximum Salary,average-salary-excluding-the-minimum-and-maximum-salary,"Array,Sorting",Easy,
1585,The kth Factor of n,the-kth-factor-of-n,Math,Medium,
1586,Longest Subarray of 1's After Deleting One Element,longest-subarray-of-1s-after-deleting-one-element,"Math,Dynamic Programming,Sliding Window",Medium,
1587,Parallel Courses II,parallel-courses-ii,"Dynamic Programming,Bit Manipulation,Graph,Bitmask",Hard,1101
1603,Running Sum of 1d Array,running-sum-of-1d-array,"Array,Prefix Sum",Easy,
1604,Least Number of Unique Integers after K Removals,least-number-of-unique-integers-after-k-removals,"Array,Hash Table,Greedy,Sorting,Counting",Medium,
1605,Minimum Number of Days to Make m Bouquets,minimum-number-of-days-to-make-m-bouquets,"Array,Binary Search",Medium,"2134,2257"
1607,Rectangles Area,rectangles-area,Database,Medium,
1608,Calculate Salaries,calculate-salaries,Database,Medium,
1609,Find All The Lonely Nodes,find-all-the-lonely-nodes,"Tree,Depth-First Search,Breadth-First Search,Binary Tree",Easy,"563,1005"
1610,XOR Operation in an Array,xor-operation-in-an-array,"Math,Bit Manipulation",Easy,
1611,Making File Names Unique,making-file-names-unique,"Array,Hash Table,String",Medium,
1612,Avoid Flood in The City,avoid-flood-in-the-city,"Array,Hash Table,Binary Search,Greedy,Heap (Priority Queue)",Medium,
1613,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,"Union Find,Graph,Sorting,Minimum Spanning Tree,Strongly Connected Component",Hard,
1615,Range Sum of Sorted Subarray Sums,range-sum-of-sorted-subarray-sums,"Array,Two Pointers,Binary Search,Sorting",Medium,
1616,Minimum Difference Between Largest and Smallest Value in Three Moves,minimum-difference-between-largest-and-smallest-value-in-three-moves,"Array,Greedy,Sorting",Medium,
1617,Stone Game IV,stone-game-iv,"Math,Dynamic Programming,Game Theory",Hard,"1685,1788,1808,2002,2156"
1618,Delete N Nodes After M Nodes of a Linked List,delete-n-nodes-after-m-nodes-of-a-linked-list,Linked List,Easy,"19,1267"
1619,Path Crossing,path-crossing,"Hash Table,String",Easy,
1620,Check If Array Pairs Are Divisible by k,check-if-array-pairs-are-divisible-by-k,"Array,Hash Table,Counting",Medium,2301
1621,Number of Subsequences That Satisfy the Given Sum Condition,number-of-subsequences-that-satisfy-the-given-sum-condition,"Array,Two Pointers,Binary Search,Sorting",Medium,
1622,Max Value of Equation,max-value-of-equation,"Array,Queue,Sliding Window,Heap (Priority Queue),Monotonic Queue",Hard,2036
1623,Sales by Day of the Week,sales-by-day-of-the-week,Database,Hard,
1624,Clone Binary Tree With Random Pointer,clone-binary-tree-with-random-pointer,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree",Medium,"133,138,1634"
1625,Group Sold Products By The Date,group-sold-products-by-the-date,Database,Easy,2335
1626,Can Make Arithmetic Progression From Sequence,can-make-arithmetic-progression-from-sequence,"Array,Sorting",Easy,1752
1627,Last Moment Before All Ants Fall Out of a Plank,last-moment-before-all-ants-fall-out-of-a-plank,"Array,Brainteaser,Simulation",Medium,2317
1628,Count Submatrices With All Ones,count-submatrices-with-all-ones,"Array,Dynamic Programming,Stack,Matrix,Monotonic Stack",Medium,
1629,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,"String,Greedy,Binary Indexed Tree,Segment Tree",Hard,
1630,Count Odd Numbers in an Interval Range,count-odd-numbers-in-an-interval-range,Math,Easy,
1631,Number of Sub-arrays With Odd Sum,number-of-sub-arrays-with-odd-sum,"Array,Math,Dynamic Programming,Prefix Sum",Medium,2242
1632,Number of Good Ways to Split a String,number-of-good-ways-to-split-a-string,"String,Dynamic Programming,Bit Manipulation",Medium,
1633,Minimum Number of Increments on Subarrays to Form a Target Array,minimum-number-of-increments-on-subarrays-to-form-a-target-array,"Array,Dynamic Programming,Stack,Greedy,Monotonic Stack",Hard,
1634,Clone N-ary Tree,clone-n-ary-tree,"Hash Table,Tree,Depth-First Search,Breadth-First Search",Medium,"133,138,1624"
1635,Number of Good Pairs,number-of-good-pairs,"Array,Hash Table,Math,Counting",Easy,"2129,2225"
1636,Number of Substrings With Only 1s,number-of-substrings-with-only-1s,"Math,String",Medium,"1885,2186"
1637,String Compression II,string-compression-ii,"String,Dynamic Programming",Hard,
1638,Best Position for a Service Centre,best-position-for-a-service-centre,"Math,Geometry,Randomized",Hard,
1639,Friendly Movies Streamed Last Month,friendly-movies-streamed-last-month,Database,Easy,
1640,Design a File Sharing System,design-a-file-sharing-system,"Hash Table,Design,Heap (Priority Queue),Data Stream",Medium,355
1641,Countries You Can Safely Invest In,countries-you-can-safely-invest-in,Database,Medium,615
1642,Water Bottles,water-bottles,"Math,Simulation",Easy,
1643,Number of Nodes in the Sub-Tree With the Same Label,number-of-nodes-in-the-sub-tree-with-the-same-label,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Counting",Medium,
1644,Maximum Number of Non-Overlapping Substrings,maximum-number-of-non-overlapping-substrings,"String,Greedy",Hard,
1645,Find a Value of a Mysterious Function Closest to Target,find-a-value-of-a-mysterious-function-closest-to-target,"Array,Binary Search,Bit Manipulation,Segment Tree",Hard,
1646,Kth Missing Positive Number,kth-missing-positive-number,"Array,Binary Search",Easy,2305
1647,Can Convert String in K Moves,can-convert-string-in-k-moves,"Hash Table,String",Medium,
1648,Minimum Insertions to Balance a Parentheses String,minimum-insertions-to-balance-a-parentheses-string,"String,Stack,Greedy",Medium,2095
1649,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,"Array,Hash Table,Greedy,Prefix Sum",Medium,
1650,Find Root of N-Ary Tree,find-root-of-n-ary-tree,"Hash Table,Bit Manipulation,Tree,Depth-First Search",Medium,1655
1651,Shuffle String,shuffle-string,"Array,String",Easy,
1652,Minimum Suffix Flips,minimum-suffix-flips,"String,Greedy",Medium,
1653,Number of Good Leaf Nodes Pairs,number-of-good-leaf-nodes-pairs,"Tree,Depth-First Search,Binary Tree",Medium,
1654,Customer Order Frequency,customer-order-frequency,Database,Easy,
1655,Move Sub-Tree of N-Ary Tree,move-sub-tree-of-n-ary-tree,"Tree,Depth-First Search",Hard,1650
1656,Count Good Triplets,count-good-triplets,"Array,Enumeration",Easy,2122
1657,Find the Winner of an Array Game,find-the-winner-of-an-array-game,"Array,Simulation",Medium,
1658,Minimum Swaps to Arrange a Binary Grid,minimum-swaps-to-arrange-a-binary-grid,"Array,Greedy,Matrix",Medium,
1659,Get the Maximum Score,get-the-maximum-score,"Array,Two Pointers,Dynamic Programming,Greedy",Hard,
1660,Thousand Separator,thousand-separator,String,Easy,
1661,Minimum Number of Vertices to Reach All Nodes,minimum-number-of-vertices-to-reach-all-nodes,Graph,Medium,
1662,Minimum Numbers of Function Calls to Make Target Array,minimum-numbers-of-function-calls-to-make-target-array,"Array,Greedy",Medium,
1663,Detect Cycles in 2D Grid,detect-cycles-in-2d-grid,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix",Medium,
1664,Find Users With Valid E-Mails,find-users-with-valid-e-mails,Database,Easy,
1665,Diameter of N-Ary Tree,diameter-of-n-ary-tree,"Tree,Depth-First Search",Medium,543
1666,Make The String Great,make-the-string-great,"String,Stack",Easy,
1667,Find Kth Bit in Nth Binary String,find-kth-bit-in-nth-binary-string,"String,Recursion",Medium,
1668,Find Longest Awesome Substring,find-longest-awesome-substring,"Hash Table,String,Bit Manipulation",Hard,
1669,Minimum Cost to Cut a Stick,minimum-cost-to-cut-a-stick,"Array,Dynamic Programming",Hard,2251
1670,Patients With a Condition,patients-with-a-condition,Database,Easy,
1671,The Most Recent Three Orders,the-most-recent-three-orders,Database,Medium,1688
1672,Find the Index of the Large Integer,find-the-index-of-the-large-integer,"Array,Binary Search,Interactive",Medium,786
1674,Minimum Operations to Make Array Equal,minimum-operations-to-make-array-equal,Math,Medium,
1675,Magnetic Force Between Two Balls,magnetic-force-between-two-balls,"Array,Binary Search,Sorting",Medium,2188
1676,Minimum Number of Days to Eat N Oranges,minimum-number-of-days-to-eat-n-oranges,"Dynamic Programming,Memoization",Hard,
1677,Matrix Diagonal Sum,matrix-diagonal-sum,"Array,Matrix",Easy,2254
1678,Number of Ways to Split a String,number-of-ways-to-split-a-string,"Math,String",Medium,548
1679,Shortest Subarray to be Removed to Make Array Sorted,shortest-subarray-to-be-removed-to-make-array-sorted,"Array,Two Pointers,Binary Search,Stack,Monotonic Stack",Medium,
1680,Count All Possible Routes,count-all-possible-routes,"Array,Dynamic Programming,Memoization",Hard,
1681,Guess the Majority in a Hidden Array,guess-the-majority-in-a-hidden-array,"Array,Math,Interactive",Medium,
1682,Most Visited Sector in  a Circular Track,most-visited-sector-in-a-circular-track,"Array,Simulation",Easy,
1683,Maximum Number of Coins You Can Get,maximum-number-of-coins-you-can-get,"Array,Math,Greedy,Sorting,Game Theory",Medium,
1684,Find Latest Group of Size M,find-latest-group-of-size-m,"Array,Binary Search,Simulation",Medium,
1685,Stone Game V,stone-game-v,"Array,Math,Dynamic Programming,Game Theory",Hard,"909,1240,1522,1617,1788,1808,2002,2156"
1686,Fix Product Name Format,fix-product-name-format,Database,Easy,
1687,The Most Similar Path in a Graph,the-most-similar-path-in-a-graph,"Dynamic Programming,Graph",Hard,
1688,The Most Recent Orders for Each Product,the-most-recent-orders-for-each-product,Database,Medium,"1671,1735"
1689,Detect Pattern of Length M Repeated K or More Times,detect-pattern-of-length-m-repeated-k-or-more-times,"Array,Enumeration",Easy,1764
1690,Maximum Length of Subarray With Positive Product,maximum-length-of-subarray-with-positive-product,"Array,Dynamic Programming,Greedy",Medium,
1691,Minimum Number of Days to Disconnect Island,minimum-number-of-days-to-disconnect-island,"Array,Depth-First Search,Breadth-First Search,Matrix,Strongly Connected Component",Hard,
1692,Number of Ways to Reorder Array to Get Same BST,number-of-ways-to-reorder-array-to-get-same-bst,"Array,Math,Divide and Conquer,Dynamic Programming,Tree,Union Find,Binary Search Tree,Memoization,Combinatorics,Binary Tree",Hard,
1693,Sum of All Odd Length Subarrays,sum-of-all-odd-length-subarrays,"Array,Math,Prefix Sum",Easy,
1694,Make Sum Divisible by P,make-sum-divisible-by-p,"Array,Hash Table,Prefix Sum",Medium,1016
